,site_number,RAAD_type_number,RAAD_form,origin,contents,southampton_type_number,frequency,origin_h1,origin_h2,raad_type_start_date,raad_type_end_date,site_name_modern,site_name_acient,modern_country,roman_province,pleiades,dare,vici,lat,long,major_site_type,minor_site_type,site_start_date,site_end_date,quantification_method,quantification_abbreviation,total_assemblage_size,reference
110,11,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,5,iberianpeninsula,south,10.0,150.0,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
111,11,267,unknown,unknown,unknown,,5,unknown,,,,bad kreuznach,vicus crucinacium,germany,germania superior,109427.0,,,49.837124845,7.865673513,villa,villa,100,300,maximum number of individuals,max,186,ehmig u 2005 der besitzer der bad kreuznacher peristylvilla ein hndler ostmediterraner lebensmittel mnstersche beitrge zur antiken handelsgeschichte 242 17591 ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter arc
112,22,7,dressel 24,em,wine,74,3,em,,-100.0,200.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
113,22,34,unknown,em unknown,unknown,,1,em,unknown,,,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
114,22,52,gauloise 4 pelichet 47,gaul,wine,116,98,gaul,,50.0,300.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
115,22,53,gauloise 5,gaul,wine,119,2,gaul,,50.0,200.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
116,22,56,ha 70 sim,gaul,defrutumolives,128,1,gaul,,20.0,150.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
117,22,96,gauloise 4 pelichet 47 sim,germania,unknown,,4,germania,,100.0,250.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
118,22,105,dressel 20 sim,germania rhineland,unknown,,73,germania,rhineland,150.0,250.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
119,22,106,flat bottom niederbieber 7475,germania rhineland,unknown,,19,germania,rhineland,100.0,250.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
120,22,166,africana i,north africa,olive oil,1,1,northafrica,,150.0,300.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
121,22,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,261,iberianpeninsula,guadalquivir,15.0,265.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
122,22,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,2,iberianpeninsula,south,10.0,150.0,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
123,22,267,unknown,unknown,unknown,,1,unknown,,,,dieburg,med,germany,germania superior,118839.0,,,49.899414048,8.846421452,settlement,civitas capital,115,260,maximum number of individuals,max,466,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
124,25,7,dressel 24,em,wine,74,3,em,,-100.0,200.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
125,25,31,camulodunum 184rhodian,em rhodes,wine,198,1,em,rhodes,-25.0,150.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
126,25,37,augst 3334,gaul,fish sauce,32 or 34,8,gaul,,50.0,200.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
127,25,39,dressel 10 sim,gaul,fish sauce,100,2,gaul,,1.0,100.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
128,25,43,dressel 28,gaul,wine,88,1,gaul,,15.0,150.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
129,25,52,gauloise 4 pelichet 47,gaul,wine,116,397,gaul,,50.0,300.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
130,25,53,gauloise 5,gaul,wine,119,6,gaul,,50.0,200.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
131,25,57,london 555augst 21haltern 70 sim,gaul,defrutumolives,128,3,gaul,,20.0,150.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
132,25,72,dressel 9 sim,gaul lyon,fish sauce,100,6,gaul,lyon,1.0,100.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
133,25,81,lyon 4augst 17,gaul lyon,fish sauce or defrutum,31,19,gaul,lyon,1.0,200.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
134,25,85,unknown,gaul lyon,unknown,,7,gaul,lyon,,,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
135,25,96,gauloise 4 pelichet 47 sim,germania,unknown,,1,germania,,100.0,250.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
136,25,105,dressel 20 sim,germania rhineland,unknown,,64,germania,rhineland,150.0,250.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
137,25,106,flat bottom niederbieber 7475,germania rhineland,unknown,,13,germania,rhineland,100.0,250.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
138,25,135,dressel 24,italy,wine,78,1,italy,,-70.0,200.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
139,25,166,africana i,north africa,olive oil,1,1,northafrica,,150.0,300.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
140,25,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,852,iberianpeninsula,guadalquivir,15.0,265.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
141,25,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,1,iberianpeninsula,guadalquivir,-80.0,200.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
142,25,207,verulamium 1908,iberian peninsula guadalquivir,olives,129,1,iberianpeninsula,guadalquivir,20.0,150.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
143,25,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,8,iberianpeninsula,south,10.0,150.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
144,25,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",70,iberianpeninsula,south,-30.0,75.0,groﬂgerau,nan,germany,germania superior,109020.0,,,49.921432406,8.481813097,military,auxiliary,70,120,maximum number of individuals,max,1465,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
145,28,7,dressel 24,em,wine,74,5,em,,-100.0,200.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
146,28,31,camulodunum 184rhodian,em rhodes,wine,198,2,em,rhodes,-25.0,150.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
147,28,39,dressel 10 sim,gaul,fish sauce,100,1,gaul,,1.0,100.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
148,28,45,gauloise 1,gaul,wine,105,1,gaul,,1.0,300.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
149,28,48,gauloise 23,gaul,wine,114 or 115,1,gaul,,-40.0,100.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
150,28,77,lyon 2dressel 24,gaul lyon,wine,,2,gaul,lyon,14.0,50.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
151,28,105,dressel 20 sim,germania rhineland,unknown,,1,germania,rhineland,150.0,250.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
152,28,129,dressel 1,italy,wine,61,3,italy,,-140.0,-15.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
153,28,135,dressel 24,italy,wine,78,1,italy,,-70.0,200.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
154,28,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,22,iberianpeninsula,guadalquivir,15.0,265.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
155,28,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,5,iberianpeninsula,guadalquivir,-80.0,200.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
156,28,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",19,iberianpeninsula,south,-30.0,75.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
157,28,242,dressel 9,iberian peninsula south,fish sauce,99,1,iberianpeninsula,south,1.0,75.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
158,28,248,pompeii vii vindonissa 586,iberian peninsula south,fish sauce,98,1,iberianpeninsula,south,-15.0,75.0,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
159,28,260,unknown,iberian peninsula tarraconensis,unknown,,1,iberianpeninsula,tarraconensis,,,hˆchst,nan,germany,germania superior,108992.0,,,50.099569,8.540383001,military,vexillation,-12,16,maximum number of individuals,max,66,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
160,29,7,dressel 24,em,wine,74,2,em,,-100.0,200.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
161,29,43,dressel 28,gaul,wine,88,2,gaul,,15.0,150.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
162,29,52,gauloise 4 pelichet 47,gaul,wine,116,63,gaul,,50.0,300.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
163,29,72,dressel 9 sim,gaul lyon,fish sauce,100,1,gaul,lyon,1.0,100.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
164,29,81,lyon 4augst 17,gaul lyon,fish sauce or defrutum,31,5,gaul,lyon,1.0,200.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
165,29,85,unknown,gaul lyon,unknown,,7,gaul,lyon,,,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
166,29,106,flat bottom niederbieber 7475,germania rhineland,unknown,,1,germania,rhineland,100.0,250.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
167,29,135,dressel 24,italy,wine,78,1,italy,,-70.0,200.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
168,29,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,192,iberianpeninsula,guadalquivir,15.0,265.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
169,29,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,2,iberianpeninsula,guadalquivir,-80.0,200.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
170,29,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,3,iberianpeninsula,south,10.0,150.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
171,29,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",20,iberianpeninsula,south,-30.0,75.0,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
172,29,267,unknown,unknown,unknown,,3,unknown,,,,hofheim steinkastell,nan,germany,germania superior,109047.0,,,50.086914048,8.448318019,military,vexillation,70,110,maximum number of individuals,max,302,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
173,35,7,dressel 24,em,wine,74,1,em,,-100.0,200.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
174,35,31,camulodunum 184rhodian,em rhodes,wine,198,2,em,rhodes,-25.0,150.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
175,35,52,gauloise 4 pelichet 47,gaul,wine,116,24,gaul,,50.0,300.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
176,35,72,dressel 9 sim,gaul lyon,fish sauce,100,4,gaul,lyon,1.0,100.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
177,35,106,flat bottom niederbieber 7475,germania rhineland,unknown,,47,germania,rhineland,100.0,250.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
178,35,111,type 2a haltern 70 sim,germania rhineland,unknown,,3,germania,rhineland,35.0,70.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
179,35,135,dressel 24,italy,wine,78,2,italy,,-70.0,200.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
180,35,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,128,iberianpeninsula,guadalquivir,15.0,265.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
181,35,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,7,iberianpeninsula,guadalquivir,-80.0,200.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
182,35,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,4,iberianpeninsula,south,10.0,150.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
183,35,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",16,iberianpeninsula,south,-30.0,75.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
184,35,256,dressel 24,iberian peninsula tarraconensis,wine,72,1,iberianpeninsula,tarraconensis,-30.0,150.0,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
185,35,267,unknown,unknown,unknown,,1,unknown,,,,kˆlnalteburg,nan,germany,germania inferior,109085.0,,,50.902961794,6.972528456,military,classis germanicus,50,260,minimum number of individuals,mni,240,hanel n 2003 die amphoren der ausgrabungen 1998 im hauptstutzpunkt der classis germanica ëalteburgí bei der colonia claudia ara agrippinensium ñ einvorbericht rei cretariae romanae fautorum acta 38 361ñ4
186,38,7,dressel 24,em,wine,74,78,em,,-100.0,200.0,mainz,mogontiacum,germany,germania superior,109169.0,,,49.995114562,8.267411466,settlement,provincial capital,-16,450,rims bases and handles,rbh,4821,ehmig u 2003 die rˆmischen amphoren aus mainz frankfurter archologische schriften 4 mˆhnesee
187,38,10,kapitan 1,em,wine,133,3,em,,75.0,200.0,mainz,mogontiacum,germany,germania superior,109169.0,,,49.995114562,8.267411466,settlement,provincial capital,-16,450,rims bases and handles,rbh,4821,ehmig u 2003 die rˆmischen amphoren aus mainz frankfurter archologische schriften 4 mˆhnesee
188,38,11,kapitan 2,em,wine,134,12,em,,200.0,400.0,mainz,mogontiacum,germany,germania superior,109169.0,,,49.995114562,8.267411466,settlement,provincial capital,-16,450,rims bases and handles,rbh,4821,ehmig u 2003 die rˆmischen amphoren aus mainz frankfurter archologische schriften 4 mˆhnesee
189,38,15,pompeii 38,em cnidos,wine,192,4,em,cnidos,-150.0,10.0,mainz,mogontiacum,germany,germania superior,109169.0,,,49.995114562,8.267411466,settlement,provincial capital,-16,450,rims bases and handles,rbh,4821,ehmig u 2003 die rˆmischen amphoren aus mainz frankfurter archologische schriften 4 mˆhnesee
190,38,17,cretoise 1,em crete,wine,56,3,em,crete,1.0,350.0,mainz,mogontiacum,germany,germania superior,109169.0,,,49.995114562,8.267411466,settlement,provincial capital,-16,450,rims bases and handles,rbh,4821,ehmig u 2003 die rˆmischen amphoren aus mainz frankfurter archologische schriften 4 mˆhnesee
191,38,19,dressel 43,em crete,wine,93,8,em,crete,1.0,250.0,mainz,mogontiacum,germany,germania superior,109169.0,,,49.995114562,8.267411466,settlement,provincial capital,-16,450,rims bases and handles,rbh,4821,ehmig u 2003 die rˆmischen amphoren aus mainz frankfurter archologische schriften 4 mˆhnesee
192,38,22,egyptian,em egypt,fruit,,1,em,egypt,50.0,200.0,mainz,mogontiacum,germany,germania superior,109169.0,,,49.995114562,8.267411466,settlement,provincial capital,-16,450,rims bases and handles,rbh,4821,ehmig u 2003 die rˆmischen amphoren aus mainz frankfurter archologische schriften 4 mˆhnesee
